Year,Age,Ht,Wt,BMI,G,GS,Cmp,Att,Cmp%,Yds,TD,Int,Pick6,TD%,Int%,Rate,Sk,Yds.1,Sk%,Y/A,AY/A,ANY/A,Y/G,W,L,T,4QC,GWD,Att.1,Yds.2,Y/A.1,TD.1,Y/G.1,2PM,Pts,PB,AP1
2000,23,76,220.0,26.8,7.0,7.0,137,215,63.72,1483,7,9,2,3.3,4.19,77.3,10,78,4.4,6.9,5.67,5.07,211.9,2.0,5.0,0.0,1.0,1.0,12,45,3.75,0,6.4,0.0,0,0,0
2000,24,76,205.0,25.0,8.0,5.0,113,194,58.25,1514,9,6,0,4.6,3.09,85.7,15,94,7.2,7.8,7.34,6.36,189.3,3.0,2.0,0.0,1.0,2.0,41,170,4.15,2,21.3,0.0,12,0,0
1990,27,75,215.0,26.9,14.0,14.0,180,312,57.69,2178,10,6,0,3.2,1.92,81.9,31,206,9.0,6.98,6.76,5.55,155.6,10.0,4.0,0.0,1.0,3.0,51,321,6.29,4,22.9,0.0,24,0,0
2005,33,77,247.0,29.3,15.0,15.0,302,565,53.45,3759,20,12,4,3.5,2.12,77.3,39,261,6.5,6.65,6.41,5.56,250.6,4.0,11.0,0.0,1.0,1.0,17,39,2.29,1,2.6,0.0,6,0,0
2008,27,77,220.0,26.1,16.0,16.0,289,479,60.33,3238,21,10,2,4.4,2.09,86.4,27,174,5.3,6.76,6.7,6.0,202.4,12.0,4.0,0.0,3.0,3.0,20,10,0.5,1,0.6,0.0,6,1,0
2010,29,77,235.0,27.9,13.0,12.0,194,329,58.97,2387,13,8,0,4.0,2.43,84.5,33,208,9.1,7.26,6.95,5.74,183.6,7.0,5.0,0.0,2.0,2.0,47,222,4.72,1,17.1,0.0,6,0,0
2010,23,74,236.0,30.3,9.0,3.0,41,82,50.0,654,5,3,0,6.1,3.66,82.1,6,26,6.8,7.98,7.55,6.74,72.7,1.0,2.0,0.0,1.0,1.0,43,227,5.28,6,25.2,0.0,36,0,0
2004,34,73,200.0,26.4,11.0,10.0,144,252,57.14,1731,10,9,1,4.0,3.57,76.7,24,99,8.7,6.87,6.06,5.17,157.4,3.0,7.0,0.0,1.0,1.0,35,169,4.83,2,15.4,0.0,12,0,0
1995,34,77,224.0,26.6,12.0,12.0,221,389,56.81,2275,16,15,1,4.1,3.86,71.4,27,198,6.5,5.85,4.94,4.14,189.6,2.0,10.0,0.0,0.0,0.0,19,14,0.74,0,1.2,0.0,0,0,0
2016,34,74,228.0,29.3,14.0,11.0,228,403,56.58,2710,12,17,1,3.0,4.22,69.6,19,81,4.5,6.72,5.42,4.99,193.6,3.0,8.0,0.0,0.0,0.0,33,130,3.94,0,9.3,0.0,0,0,0
2008,25,76,231.0,28.1,14.0,14.0,245,374,65.51,2699,11,10,1,2.9,2.67,85.4,23,143,5.8,7.22,6.6,5.86,192.8,7.0,7.0,0.0,3.0,3.0,36,117,3.25,3,8.4,0.0,18,0,0
1992,25,74,188.0,24.1,9.0,2.0,54,92,58.7,716,4,8,3,4.3,8.7,61.7,10,58,9.8,7.78,4.74,3.71,79.6,0.0,2.0,0.0,0.0,0.0,1,2,2.0,0,0.2,0.0,0,0,0
1992,27,76,224.0,27.3,15.0,13.0,245,413,59.32,2832,15,15,0,3.6,3.63,77.1,29,226,6.6,6.86,5.95,5.05,188.8,4.0,9.0,0.0,2.0,2.0,36,149,4.14,1,9.9,0.0,6,0,0
2001,36,75,210.0,26.2,16.0,16.0,361,549,65.76,3828,27,9,1,4.9,1.64,95.5,27,155,4.7,6.97,7.22,6.61,239.3,10.0,6.0,0.0,1.0,2.0,63,231,3.67,2,14.4,1.0,14,1,0
2017,22,74,220.0,28.2,7.0,6.0,126,204,61.76,1699,19,8,2,9.3,3.92,103.0,19,116,8.5,8.33,8.43,7.19,242.7,3.0,3.0,0.0,0.0,0.0,36,269,7.47,2,38.4,1.0,14,0,0
1990,29,77,224.0,26.6,16.0,16.0,224,402,55.72,3031,24,22,1,6.0,5.47,77.0,31,198,7.2,7.54,6.27,5.36,189.4,9.0,7.0,0.0,2.0,4.0,49,157,3.2,0,9.8,0.0,0,0,0
1996,31,74,223.0,28.6,13.0,13.0,232,416,55.77,2670,18,13,1,4.3,3.13,76.7,20,187,4.6,6.42,5.88,5.18,205.4,7.0,6.0,0.0,0.0,1.0,21,28,1.33,0,2.2,0.0,0,0,0
1990,30,75,215.0,26.9,16.0,16.0,294,502,58.57,3526,15,14,2,3.0,2.79,78.5,43,311,7.9,7.02,6.37,5.29,220.4,5.0,11.0,0.0,1.0,3.0,50,258,5.16,3,16.1,0.0,18,0,0
2009,28,77,235.0,27.9,16.0,16.0,327,507,64.5,3618,20,15,3,3.9,2.96,86.4,43,285,7.8,7.14,6.59,5.56,226.1,4.0,12.0,0.0,1.0,1.0,46,236,5.13,1,14.8,0.0,6,0,0
2005,31,74,216.0,27.7,4.0,2.0,23,36,63.89,246,1,1,0,2.8,2.78,81.5,1,6,2.7,6.83,6.14,5.81,61.5,2.0,0.0,0.0,1.0,1.0,11,30,2.73,1,7.5,0.0,6,0,0
2003,32,74,214.0,27.5,2.0,1.0,38,65,58.46,365,1,1,0,1.5,1.54,72.9,6,38,8.5,5.62,5.23,4.25,182.5,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0,0.0,0.0,0,0,0
2006,37,74,222.0,28.5,16.0,16.0,343,613,55.95,3885,18,18,2,2.9,2.94,72.7,21,134,3.3,6.34,5.6,5.21,242.8,8.0,8.0,0.0,1.0,1.0,23,29,1.26,1,1.8,0.0,6,0,0
2006,34,76,232.0,28.2,3.0,3.0,56,96,58.33,625,2,4,0,2.1,4.17,67.4,10,55,9.4,6.51,5.05,4.06,208.3,1.0,2.0,0.0,0.0,0.0,4,16,4.0,0,5.3,0.0,0,0,0
1989,30,75,210.0,26.2,14.0,12.0,194,362,53.59,2543,9,12,1,2.5,3.31,70.5,27,194,6.9,7.02,6.03,5.11,181.6,7.0,5.0,0.0,1.0,0.0,32,132,4.13,1,9.4,0.0,6,0,0
1994,31,76,212.0,25.8,14.0,14.0,265,490,54.08,3229,16,13,1,3.3,2.65,74.4,43,333,8.1,6.59,6.05,4.94,230.6,7.0,7.0,0.0,2.0,2.0,65,288,4.43,3,20.6,0.0,18,0,0
2002,29,74,230.0,29.5,16.0,16.0,301,492,61.18,3387,22,15,2,4.5,3.05,84.0,21,121,4.1,6.88,6.41,5.91,211.7,11.0,5.0,0.0,3.0,3.0,82,440,5.37,3,27.5,2.0,20,0,0
2003,26,72,200.0,27.1,11.0,3.0,73,118,61.86,856,7,2,0,5.9,1.69,96.6,7,54,5.6,7.25,7.68,6.82,77.8,2.0,1.0,0.0,0.0,0.0,8,0,0.0,0,0.0,0.0,0,0,0
2015,28,76,224.0,27.3,14.0,14.0,346,532,65.04,3725,19,14,1,3.6,2.63,86.4,28,200,5.0,7.0,6.53,5.85,266.1,7.0,7.0,0.0,0.0,2.0,26,39,1.5,0,2.8,0.0,0,0,0
1996,40,75,218.0,27.2,8.0,8.0,134,247,54.25,1610,7,9,2,2.8,3.64,68.7,19,122,7.1,6.52,5.45,4.6,201.3,4.0,4.0,0.0,1.0,2.0,9,6,0.67,0,0.8,0.0,0,0,0
2001,22,74,208.0,26.7,8.0,3.0,53,115,46.09,671,3,1,0,2.6,0.87,69.9,21,122,15.4,5.83,5.97,4.15,83.9,1.0,2.0,0.0,1.0,1.0,27,145,5.37,1,18.1,1.0,8,0,0
2000,28,77,238.0,28.2,16.0,16.0,312,531,58.76,3291,17,13,2,3.2,2.45,77.3,45,264,7.8,6.2,5.74,4.83,205.7,5.0,11.0,0.0,2.0,3.0,47,158,3.36,2,9.9,0.0,12,0,0
2012,24,74,222.0,28.5,16.0,16.0,300,483,62.11,2935,18,12,1,3.7,2.48,81.2,32,184,6.2,6.08,5.7,4.99,183.4,10.0,6.0,0.0,1.0,2.0,60,253,4.22,2,15.8,0.0,12,0,0
2015,31,76,213.0,25.9,16.0,16.0,307,470,65.32,3486,20,7,1,4.3,1.49,95.4,45,235,8.7,7.42,7.6,6.48,217.9,11.0,5.0,0.0,1.0,1.0,84,498,5.93,2,31.1,0.0,12,0,0
1990,29,74,215.0,27.6,6.0,1.0,38,62,61.29,427,2,0,0,3.2,0.0,92.6,8,41,11.4,6.89,7.53,6.09,71.2,0.0,1.0,0.0,1.0,1.0,15,159,10.6,0,26.5,0.0,0,0,0
1990,29,76,210.0,25.6,16.0,2.0,36,63,57.14,469,2,0,0,3.2,0.0,91.3,6,41,8.7,7.44,8.08,6.78,29.3,1.0,1.0,0.0,0.0,0.0,15,24,1.6,0,1.5,0.0,0,0,0
2009,27,76,225.0,27.4,15.0,15.0,271,493,54.97,2924,16,16,0,3.2,3.25,69.9,42,243,7.9,5.93,5.12,4.26,194.9,4.0,11.0,0.0,1.0,2.0,50,189,3.78,0,12.6,0.0,0,0,0
2000,28,77,247.0,29.3,16.0,16.0,311,529,58.79,3610,22,13,0,4.2,2.46,83.1,28,243,5.0,6.82,6.55,5.78,225.6,12.0,4.0,0.0,3.0,3.0,41,65,1.59,1,4.1,0.0,6,0,0
1993,31,76,231.0,28.1,12.0,10.0,166,319,52.04,1514,4,10,0,1.3,3.13,56.3,16,87,4.8,4.75,3.59,3.16,126.2,3.0,7.0,0.0,1.0,1.0,9,4,0.44,3,0.3,0.0,18,0,0
2003,27,76,205.0,25.0,16.0,16.0,306,518,59.07,3546,24,8,1,4.6,1.54,88.8,34,195,6.2,6.85,7.08,6.29,221.6,8.0,8.0,0.0,2.0,3.0,54,175,3.24,2,10.9,0.0,12,0,0
2005,36,74,222.0,28.5,16.0,16.0,372,607,61.29,3881,20,29,3,3.3,4.78,70.9,24,170,3.8,6.39,4.9,4.45,242.6,4.0,12.0,0.0,1.0,1.0,18,62,3.44,0,3.9,0.0,0,0,0
1996,26,75,211.0,26.4,2.0,1.0,28,50,56.0,272,1,1,0,2.0,2.0,69.7,3,17,5.7,5.44,4.94,4.34,136.0,0.0,1.0,0.0,0.0,0.0,3,6,2.0,0,3.0,0.0,0,0,0
1987,29,73,193.0,25.5,12.0,12.0,178,294,60.54,2131,23,15,0,7.8,5.1,87.6,27,247,8.4,7.25,6.52,5.2,177.6,7.0,5.0,0.0,0.0,0.0,36,155,4.31,2,12.9,0.0,12,0,0
1998,26,73,218.0,28.8,16.0,16.0,252,458,55.02,2560,11,18,2,2.4,3.93,62.9,33,211,6.7,5.59,4.3,3.58,160.0,7.0,9.0,0.0,0.0,1.0,81,406,5.01,2,25.4,0.0,12,0,0
1994,38,75,218.0,27.2,15.0,15.0,371,601,61.73,4264,18,19,1,3.0,3.16,79.9,29,235,4.6,7.09,6.27,5.61,284.3,9.0,6.0,0.0,4.0,5.0,27,55,2.04,0,3.7,0.0,0,1,0
2017,28,73,217.0,28.6,15.0,14.0,263,420,62.62,2799,14,4,0,3.3,0.95,89.2,46,256,9.9,6.66,6.9,5.67,186.6,8.0,6.0,0.0,1.0,2.0,84,427,5.08,4,28.5,0.0,24,0,0
1994,32,76,231.0,28.1,6.0,3.0,59,128,46.09,694,4,3,0,3.1,2.34,63.7,2,11,1.5,5.42,4.99,4.83,115.7,2.0,1.0,0.0,0.0,1.0,7,4,0.57,0,0.7,0.0,0,0,0
1997,32,76,224.0,27.3,14.0,14.0,202,342,59.06,2692,20,7,1,5.8,2.05,95.1,39,261,10.2,7.87,8.12,6.6,192.3,7.0,7.0,0.0,1.0,3.0,43,158,3.67,0,11.3,0.0,0,1,0
2002,30,74,219.0,28.1,14.0,12.0,294,473,62.16,3178,16,16,2,3.4,3.38,79.1,24,159,4.8,6.72,5.87,5.27,227.0,2.0,10.0,0.0,1.0,1.0,24,57,2.38,4,4.1,0.0,24,0,0
1994,29,76,224.0,27.3,12.0,6.0,108,176,61.36,1352,7,2,0,4.0,1.14,93.8,7,46,3.8,7.68,7.97,7.41,112.7,2.0,4.0,0.0,0.0,0.0,18,61,3.39,1,5.1,0.0,6,0,0
1995,30,76,224.0,27.3,13.0,13.0,225,356,63.2,2460,17,10,1,4.8,2.81,87.8,21,173,5.6,6.91,6.6,5.77,189.2,5.0,8.0,0.0,0.0,0.0,28,58,2.07,2,4.5,1.0,14,0,0
2004,32,77,238.0,28.2,16.0,16.0,256,450,56.89,2932,20,16,1,4.4,3.56,76.6,37,215,7.6,6.52,5.8,4.92,183.3,9.0,7.0,0.0,0.0,0.0,22,37,1.68,0,2.3,0.0,0,0,0
2002,37,75,210.0,26.2,16.0,16.0,418,618,67.64,4689,26,10,1,4.2,1.62,97.3,36,214,5.5,7.59,7.7,6.95,293.1,11.0,5.0,0.0,1.0,1.0,50,156,3.12,3,9.8,0.0,18,1,1
2003,27,74,240.0,30.8,16.0,16.0,275,478,57.53,3216,16,11,1,3.3,2.3,79.6,43,253,8.3,6.73,6.36,5.35,201.0,12.0,4.0,0.0,2.0,4.0,71,355,5.0,3,22.2,0.0,18,1,0
1995,34,76,210.0,25.6,3.0,3.0,37,84,44.05,441,2,2,1,2.4,2.38,58.7,12,100,12.5,5.25,4.65,3.03,147.0,0.0,3.0,0.0,0.0,0.0,1,3,3.0,0,1.0,0.0,0,0,0
2000,27,76,204.0,24.8,12.0,11.0,175,306,57.19,2125,12,7,1,3.9,2.29,82.2,49,292,13.8,6.94,6.7,4.95,177.1,4.0,7.0,0.0,2.0,1.0,42,307,7.31,1,25.6,0.0,6,0,0
2018,33,78,245.0,28.3,9.0,9.0,232,379,61.21,2465,12,6,0,3.2,1.58,84.2,16,79,4.1,6.5,6.42,5.96,273.9,4.0,5.0,0.0,0.0,0.0,19,45,2.37,0,5.0,0.0,0,0,0
2014,37,76,225.0,27.4,16.0,16.0,373,582,64.09,4109,33,9,1,5.7,1.55,97.4,21,134,3.5,7.06,7.5,7.01,256.8,12.0,4.0,0.0,2.0,2.0,36,57,1.58,0,3.6,0.0,0,1,0
2016,23,74,238.0,30.6,16.0,16.0,311,459,67.76,3667,23,4,0,5.0,0.87,104.9,25,143,5.2,7.99,8.6,7.86,229.2,13.0,3.0,0.0,5.0,5.0,57,282,4.95,6,17.6,0.0,36,1,0
1997,23,74,212.0,27.2,10.0,9.0,157,296,53.04,2203,15,15,2,5.1,5.07,73.1,52,291,14.9,7.44,6.18,4.42,220.3,3.0,6.0,0.0,2.0,2.0,39,216,5.54,2,21.6,1.0,14,0,0
1991,28,77,210.0,24.9,16.0,16.0,307,494,62.15,3487,18,9,1,3.6,1.82,87.8,41,232,7.7,7.06,6.97,6.0,217.9,6.0,10.0,0.0,2.0,1.0,26,74,2.85,0,4.6,0.0,0,0,0
1989,23,75,207.0,25.9,8.0,5.0,110,219,50.23,1371,5,9,1,2.3,4.11,60.5,11,84,4.8,6.26,4.87,4.27,171.4,1.0,4.0,0.0,0.0,0.0,6,16,2.67,0,2.0,0.0,0,0,0
1995,23,77,238.0,28.2,15.0,15.0,323,636,50.79,3507,13,16,1,2.0,2.52,63.7,23,170,3.5,5.51,4.79,4.37,233.8,6.0,9.0,0.0,2.0,2.0,20,28,1.4,0,1.9,0.0,0,0,0
1989,24,74,212.0,27.2,15.0,15.0,280,526,53.23,3459,16,10,0,3.0,1.9,76.1,41,318,7.2,6.58,6.33,5.31,230.6,3.0,12.0,0.0,3.0,3.0,10,20,2.0,0,1.3,0.0,3,0,0
2011,23,78,240.0,27.7,15.0,15.0,346,551,62.79,3592,16,22,2,2.9,3.99,74.6,29,164,5.0,6.52,5.3,4.76,239.5,4.0,11.0,0.0,1.0,2.0,55,238,4.33,4,15.9,0.0,24,0,0
1999,31,77,235.0,27.9,16.0,16.0,316,519,60.89,4005,24,13,0,4.6,2.5,90.0,29,177,5.3,7.72,7.51,6.79,250.3,10.0,6.0,0.0,3.0,4.0,26,31,1.19,2,1.9,0.0,12,1,0
2005,29,77,230.0,27.3,16.0,16.0,305,453,67.33,3747,28,10,0,6.2,2.21,104.1,17,81,3.6,8.27,8.51,8.03,234.2,14.0,2.0,0.0,1.0,1.0,33,45,1.36,0,2.8,0.0,0,1,1
1999,32,76,218.0,26.5,12.0,10.0,191,329,58.05,2816,23,12,1,7.0,3.65,94.2,28,228,7.8,8.56,8.32,7.03,234.7,8.0,2.0,0.0,2.0,4.0,16,41,2.56,0,3.4,0.0,0,0,0
1995,35,75,217.0,27.1,15.0,15.0,255,458,55.68,3130,22,13,1,4.8,2.84,81.1,26,181,5.4,6.83,6.52,5.79,208.7,10.0,5.0,0.0,1.0,2.0,17,20,1.18,0,1.3,0.0,0,0,0
1997,28,74,222.0,28.5,16.0,16.0,304,513,59.26,3867,35,16,3,6.8,3.12,92.6,25,176,4.6,7.54,7.5,6.82,241.7,13.0,3.0,0.0,0.0,0.0,58,187,3.22,1,11.7,0.0,6,1,1
2010,24,73,212.0,28.0,8.0,8.0,135,222,60.81,1576,6,9,0,2.7,4.05,74.5,23,132,9.4,7.1,5.82,4.73,197.0,2.0,6.0,0.0,0.0,0.0,28,136,4.86,1,17.0,0.0,6,0,0
2004,31,74,230.0,29.5,8.0,8.0,129,215,60.0,1343,8,9,0,3.7,4.19,73.1,13,95,5.7,6.25,5.11,4.4,167.9,3.0,5.0,0.0,1.0,1.0,23,128,5.57,1,16.0,1.0,8,0,0
2005,28,75,208.0,26.0,8.0,8.0,192,287,66.9,2297,14,9,0,4.9,3.14,94.4,26,188,8.3,8.0,7.57,6.34,287.1,2.0,6.0,0.0,0.0,1.0,9,29,3.22,0,3.6,0.0,0,0,0
2017,35,74,228.0,29.3,6.0,3.0,96,163,58.9,1103,7,3,0,4.3,1.84,86.0,7,34,4.1,6.77,6.8,6.32,183.8,2.0,1.0,0.0,0.0,1.0,16,76,4.75,0,12.7,0.0,0,0,0
2005,32,74,230.0,29.5,14.0,14.0,292,476,61.34,3161,16,11,3,3.4,2.31,82.4,20,134,4.0,6.64,6.27,5.75,225.8,4.0,10.0,0.0,0.0,1.0,32,139,4.34,1,9.9,0.0,6,1,0
2008,39,74,222.0,28.5,16.0,16.0,343,522,65.71,3472,22,22,4,4.2,4.21,81.0,30,213,5.4,6.65,5.6,4.91,217.0,9.0,7.0,0.0,1.0,2.0,21,43,2.05,1,2.7,0.0,6,1,0
1993,28,75,220.0,27.5,16.0,14.0,258,418,61.72,3164,18,17,0,4.3,4.07,82.5,29,206,6.5,7.57,6.6,5.71,197.8,6.0,8.0,0.0,1.0,1.0,22,45,2.05,0,2.8,0.0,0,0,0
2009,26,74,225.0,28.9,16.0,16.0,350,541,64.7,4434,30,7,1,5.5,1.29,103.2,50,306,8.5,8.2,8.72,7.47,277.1,11.0,5.0,0.0,2.0,2.0,58,316,5.45,5,19.8,0.0,30,1,0
1991,30,76,215.0,26.2,15.0,15.0,189,357,52.94,2562,15,16,1,4.2,4.48,71.4,31,238,8.0,7.18,6.0,4.91,170.8,9.0,6.0,0.0,2.0,1.0,28,76,2.71,0,5.1,0.0,0,0,0
1994,27,76,214.0,26.0,16.0,4.0,105,180,58.33,1266,10,9,1,5.6,5.0,77.7,6,45,3.2,7.03,5.89,5.46,79.1,1.0,3.0,0.0,0.0,0.0,1,1,1.0,0,0.1,0.0,0,0,0
2002,23,72,209.0,28.3,16.0,16.0,320,526,60.84,3284,17,16,1,3.2,3.04,76.9,24,180,4.4,6.24,5.52,4.95,205.3,8.0,8.0,0.0,2.0,4.0,38,130,3.42,1,8.1,0.0,6,0,0
2016,28,71,215.0,30.0,16.0,16.0,353,546,64.65,4219,21,11,0,3.8,2.01,92.6,41,293,7.0,7.73,7.59,6.56,263.7,10.0,5.0,1.0,4.0,3.0,72,259,3.6,1,16.2,0.0,12,0,0
1992,28,73,200.0,26.4,7.0,3.0,58,106,54.72,771,4,8,1,3.8,7.55,59.1,15,80,12.4,7.27,4.63,3.4,110.1,1.0,2.0,0.0,0.0,0.0,12,34,2.83,0,4.9,0.0,0,0,0
1985,28,74,196.0,25.2,16.0,15.0,223,406,54.93,2952,17,18,1,4.2,4.43,73.6,49,343,10.8,7.27,6.11,4.7,184.5,7.0,8.0,0.0,0.0,0.0,32,89,2.78,2,5.6,0.0,12,0,0
1994,31,77,235.0,27.9,14.0,13.0,207,376,55.05,2575,16,18,0,4.3,4.79,70.7,12,83,3.1,6.85,5.55,5.16,183.9,9.0,4.0,0.0,0.0,1.0,21,37,1.76,2,2.6,0.0,12,0,0
2009,29,71,205.0,28.6,13.0,2.0,78,120,65.0,700,3,2,0,2.5,1.67,81.9,9,59,7.0,5.83,5.58,4.74,53.8,0.0,2.0,0.0,0.0,0.0,16,2,0.13,1,0.2,0.0,6,0,0
2003,41,70,180.0,25.8,7.0,5.0,91,167,54.49,1097,9,4,0,5.4,2.4,82.8,8,27,4.6,6.57,6.57,6.11,156.7,2.0,3.0,0.0,0.0,0.0,33,168,5.09,2,24.0,0.0,12,0,0
2008,25,73,217.0,28.6,2.0,1.0,7,21,33.33,26,0,3,1,0.0,14.29,2.8,4,18,16.0,1.24,-5.19,-5.08,13.0,0.0,1.0,0.0,0.0,0.0,1,2,2.0,0,1.0,0.0,0,0,0
1998,35,75,215.0,26.9,14.0,12.0,164,293,55.97,1839,12,11,0,4.1,3.75,72.9,23,145,7.3,6.28,5.41,4.55,131.4,5.0,7.0,0.0,1.0,2.0,40,172,4.3,0,12.3,0.0,0,0,0
1985,26,72,201.0,27.3,5.0,1.0,16,38,42.11,214,0,1,0,0.0,2.63,49.7,6,58,13.6,5.63,4.45,2.52,42.8,0.0,1.0,0.0,0.0,0.0,5,0,0.0,0,0.0,0.0,0,0,0
2007,31,74,240.0,30.8,14.0,14.0,291,473,61.52,3324,19,7,0,4.0,1.48,89.9,44,227,8.5,7.03,7.16,6.12,237.4,8.0,6.0,0.0,1.0,1.0,50,236,4.72,0,16.9,0.0,0,0,0
2003,24,75,212.0,26.5,12.0,11.0,167,295,56.61,2013,9,13,3,3.1,4.41,69.5,15,90,4.8,6.82,5.45,4.9,167.8,3.0,8.0,0.0,2.0,2.0,27,151,5.59,2,12.6,0.0,12,0,0
2004,26,76,220.0,26.8,16.0,16.0,274,489,56.03,3047,19,12,2,3.9,2.45,77.5,36,196,6.9,6.23,5.9,5.13,190.4,6.0,10.0,0.0,1.0,1.0,48,175,3.65,0,10.9,0.0,0,0,0
2003,40,77,235.0,27.9,7.0,7.0,123,198,62.12,1385,7,2,1,3.5,1.01,90.6,6,48,2.9,6.99,7.25,6.8,197.9,2.0,5.0,0.0,1.0,1.0,6,17,2.83,0,2.4,0.0,0,0,0
2003,26,76,260.0,31.6,14.0,14.0,295,454,64.98,3479,25,11,1,5.5,2.42,96.4,37,196,7.5,7.66,7.67,6.7,248.5,7.0,7.0,0.0,0.0,1.0,73,422,5.78,4,30.1,0.0,24,1,0
1989,28,74,215.0,27.6,10.0,3.0,64,92,69.57,1001,8,3,0,8.7,3.26,120.8,12,84,11.5,10.88,11.15,9.06,100.1,3.0,0.0,0.0,0.0,1.0,38,126,3.32,2,12.6,0.0,12,0,0
1991,22,76,215.0,26.2,1.0,1.0,23,40,57.5,243,3,0,0,7.5,0.0,100.3,0,0,0.0,6.08,7.58,7.58,243.0,0.0,1.0,0.0,0.0,0.0,3,14,4.67,0,14.0,0.0,0,0,0
2015,33,77,240.0,28.5,12.0,11.0,319,469,68.02,3938,21,16,0,4.5,3.41,94.5,20,141,4.1,8.4,7.76,7.15,328.2,7.0,4.0,0.0,1.0,1.0,15,29,1.93,0,2.4,0.0,0,1,0
2018,37,77,220.0,26.1,16.0,16.0,380,576,65.97,4299,21,11,1,3.6,1.91,92.4,47,358,7.5,7.46,7.33,6.21,268.7,5.0,11.0,0.0,1.0,2.0,15,20,1.33,1,1.3,0.0,6,0,0
1990,30,75,217.0,27.1,14.0,14.0,219,346,63.29,2829,24,9,0,6.9,2.6,101.2,20,158,5.5,8.18,8.39,7.5,202.1,12.0,2.0,0.0,1.0,1.0,22,63,2.86,0,4.5,0.0,0,1,0
2007,26,77,235.0,27.9,13.0,13.0,250,417,59.95,2700,12,11,0,2.9,2.64,77.6,21,110,4.8,6.47,5.86,5.33,207.7,6.0,7.0,0.0,1.0,2.0,36,185,5.14,1,14.2,0.0,6,0,0
2018,24,76,231.0,28.1,11.0,9.0,244,378,64.55,2992,19,14,1,5.0,3.7,90.2,27,157,6.7,7.92,7.25,6.38,272.0,3.0,6.0,0.0,0.0,1.0,49,281,5.73,1,25.5,0.0,6,0,0
2013,32,77,228.0,27.0,16.0,16.0,378,544,69.49,4478,32,11,2,5.9,2.02,105.5,30,150,5.2,8.23,8.5,7.79,279.9,9.0,7.0,0.0,4.0,4.0,28,72,2.57,0,4.5,0.0,0,1,0
1987,26,74,200.0,25.7,9.0,7.0,132,247,53.44,1507,6,11,1,2.4,4.45,61.6,20,128,7.5,6.1,4.58,3.76,167.4,1.0,6.0,0.0,0.0,1.0,13,70,5.38,0,7.8,0.0,0,0,0
2002,32,75,217.0,27.1,16.0,16.0,287,470,61.06,3690,26,13,0,5.5,2.77,92.6,26,141,5.2,7.85,7.71,7.02,230.6,8.0,8.0,0.0,4.0,4.0,31,225,7.26,1,14.1,1.0,8,0,0
2014,25,78,243.0,28.1,8.0,8.0,186,311,59.81,2163,13,10,1,4.2,3.22,81.4,9,74,2.8,6.95,6.34,5.93,270.4,6.0,2.0,0.0,2.0,3.0,16,68,4.25,0,8.5,0.0,0,0,0
2010,35,76,235.0,28.6,14.0,14.0,266,444,59.91,3001,12,17,1,2.7,3.83,73.2,29,175,6.1,6.76,5.58,4.86,214.4,6.0,8.0,0.0,0.0,0.0,23,60,2.61,3,4.3,0.0,18,0,0
1993,32,76,215.0,26.2,9.0,3.0,78,159,49.06,832,5,2,0,3.1,1.26,70.0,13,87,7.6,5.23,5.3,4.39,92.4,0.0,3.0,0.0,0.0,0.0,10,41,4.1,0,4.6,0.0,0,0,0
2004,28,77,230.0,27.3,16.0,16.0,336,497,67.61,4557,49,10,0,9.9,2.01,121.1,13,101,2.5,9.17,10.24,9.78,284.8,12.0,4.0,0.0,2.0,4.0,25,38,1.52,0,2.4,0.0,0,1,1
2004,27,75,208.0,26.0,14.0,14.0,321,485,66.19,3964,21,14,1,4.3,2.89,93.7,41,302,7.8,8.17,7.74,6.56,283.1,8.0,6.0,0.0,3.0,4.0,19,89,4.68,3,6.4,0.0,18,0,0
2011,30,77,228.0,27.0,16.0,16.0,366,582,62.89,4624,27,20,4,4.6,3.44,88.7,30,198,4.9,7.95,7.33,6.64,289.0,8.0,8.0,0.0,1.0,1.0,26,36,1.38,1,2.3,0.0,6,1,0
2009,21,78,240.0,27.7,10.0,9.0,158,290,54.48,1855,10,18,0,3.4,6.21,59.8,20,102,6.5,6.4,4.29,3.69,185.5,3.0,6.0,0.0,2.0,2.0,30,161,5.37,0,16.1,1.0,2,0,0
1999,27,77,247.0,29.3,10.0,7.0,190,331,57.4,2318,8,11,3,2.4,3.32,73.3,16,112,4.6,7.0,5.99,5.39,231.8,2.0,5.0,0.0,2.0,2.0,19,36,1.89,2,3.6,1.0,14,0,0
1991,28,77,212.0,25.1,16.0,16.0,277,490,56.53,3438,11,20,1,2.2,4.08,68.9,30,200,5.8,7.02,5.63,4.92,214.9,3.0,13.0,0.0,0.0,0.0,27,44,1.63,0,2.8,0.0,0,0,0
2009,24,76,217.0,26.4,14.0,14.0,263,451,58.31,2916,22,14,1,4.9,3.1,80.9,19,92,4.0,6.47,6.04,5.6,208.3,9.0,5.0,0.0,1.0,3.0,30,49,1.63,1,3.5,0.0,6,0,0
1995,37,73,193.0,25.5,16.0,16.0,304,521,58.35,3554,16,21,4,3.1,4.03,72.6,53,380,9.2,6.82,5.62,4.44,222.1,4.0,12.0,0.0,3.0,2.0,19,29,1.53,0,1.8,0.0,0,0,0
